hgnc_symbol	OrganelleDB.Score	Compartments.Score	CSPA.Score	LOCATE_score	LocDB.Score	GO.Score	Uniprot.Score	Goldstd.Score	Goldstd_result	NEG.control
3757	JPH1	0	1	0	1	0	0	1	0	no	1
3758	IKZF3	0	1	0	0	0	0	0	1	YES	0
3759	ARID1B	0	1	0	1	0	0	0	0	no	1
3760	CLEC12B	0	1	0	0	0	0	0	0	no	0
3761	C21orf2	0	1	0	0	0	0	0	0	no	1
3762	KRIT1	0	1	0	0	0	0	1	0	no	1
3763	STAMBP	0	1	0	0	0	0	0	1	YES	0
3764	NFASC	0	1	1	1	0	0	0	0	no	0
3765	SLC24A2	0	1	0	0	0	1	0	0	no	0
3766	UBC	0	1	0	0	0	0	0	0	no	0
3767	S100A13	0	1	0	0	0	0	0	1	YES	0
3768	SPRY4	0	1	0	0	0	0	0	0	no	1
3769	IL1RAPL2	0	1	0	1	0	0	0	0	no	0
3770	PALM3	0	1	0	0	0	0	0	1	YES	0
3771	CRTC1	0	1	0	0	0	0	0	1	YES	0
3772	C2orf88	0	1	0	0	0	0	1	0	no	0
3773	SHANK2	0	1	0	0	0	1	1	0	no	0
3774	UBQLN2	0	1	0	0	0	0	0	1	YES	0
3775	SIGLEC10	0	1	1	0	0	0	0	1	YES	0
3776	RTP5	0	1	0	0	0	0	0	0	no	0
3777	PCDHB13	0	1	0	0	0	1	0	0	no	0
3778	PDE4D	0	1	0	0	0	0	1	1	YES	0
3779	SEMA6A	0	1	0	1	0	1	0	0	no	1
3780	NEDD4	0	1	0	0	0	0	1	0	no	1
3781	OR7D2	0	1	0	0	0	0	0	0	no	0
3782	VAPA	0	1	0	1	1	0	1	0	no	1
3783	ILDR1	0	1	0	0	1	0	0	0	no	0
3784	RAB5C	0	1	1	0	0	0	0	0	no	1
3785	SCNN1B	0	1	0	1	0	1	1	0	no	0
3786	MTMR2	0	1	0	0	0	0	0	0	no	1
3787	PFKM	0	1	0	0	0	0	0	0	no	1
3788	FZD9	0	1	0	0	1	0	1	0	no	0
3789	ARHGAP12	0	1	0	0	0	0	0	0	no	0
3790	PMEPA1	0	1	1	1	0	0	0	0	no	1
3791	GJB4	0	1	0	1	0	0	0	0	no	1
3792	SLC26A3	0	1	0	1	0	1	1	0	no	0
3793	FYB2	0	1	0	0	0	0	0	0	no	0
3794	LRFN2	0	1	0	1	0	0	1	0	no	1
3795	PLCH1	0	1	0	0	0	0	0	0	no	1
3796	DMPK	0	1	0	1	0	0	0	0	no	1
3797	RPL36AL	0	1	0	0	0	0	0	1	YES	0
3798	SVIP	0	1	0	0	0	0	0	0	no	0
3799	PRKAA1	0	1	0	0	0	0	0	0	no	1
3800	MAGI2	0	1	0	0	0	0	0	0	no	0
3801	SYT5	0	1	0	1	1	0	0	0	no	0
3802	PDGFA	0	1	0	0	0	0	0	0	no	1
3803	OR5H1	0	1	0	1	0	0	0	0	no	0
3804	OR8B3	0	1	0	1	0	0	0	0	no	0
3805	FYN	0	1	0	0	0	1	0	1	YES	0
3806	BMF	0	1	0	0	1	0	0	0	no	1
3807	WLS	0	1	0	1	0	0	0	0	no	0
3808	FN1	0	1	1	0	0	0	0	0	no	0
3809	NRDC	0	1	0	0	1	0	0	0	no	1
3810	SLC38A6	0	1	1	1	0	1	0	1	YES	0
3811	SCARA5	0	1	1	1	0	1	0	0	no	0
3812	OR5K4	0	1	0	1	0	0	0	0	no	0
3813	PLSCR4	0	1	0	0	0	0	0	0	no	1
3814	SEMA4A	0	1	1	1	0	0	0	0	no	1
3815	NET1	0	1	0	0	0	0	0	0	no	1
3816	ASGR2	0	1	0	1	1	0	0	1	YES	0
3817	ENTPD2	0	1	1	1	0	0	0	0	no	0
3818	SPART	0	1	0	0	0	0	0	1	YES	0
3819	C6orf89	0	1	0	1	0	0	0	0	no	0
3820	OCLN	0	1	0	1	1	0	0	1	YES	0
3821	OR5H2	0	1	0	1	0	0	0	0	no	0
3822	MINK1	0	1	0	0	0	0	1	0	no	0
3823	OR2L5	0	1	0	1	0	0	0	0	no	0
3824	APCDD1	0	1	1	0	0	1	0	0	no	0
3825	LINGO1	0	1	0	0	0	0	0	1	YES	0
3826	ANO1	0	1	0	1	0	0	0	0	no	0
3827	ZFYVE19	0	1	0	0	0	0	0	0	no	0
3828	ITGB1BP1	0	1	0	0	0	0	0	0	no	1
3829	SYT17	0	1	0	0	0	0	0	0	no	1
3830	BOC	0	1	0	1	0	1	0	1	YES	0
3831	ARID4A	0	1	0	0	0	0	0	1	YES	0
3832	C2CD4A	0	1	0	0	0	0	0	0	no	0
3833	TBCD	0	1	0	1	0	0	1	0	no	0
3834	SLC26A8	0	1	0	1	0	1	0	0	no	0
3835	SYNJ2	0	1	0	1	1	0	0	0	no	1
3836	DEFB107B	0	1	0	0	0	0	0	0	no	0
3837	RAB11FIP2	0	1	0	0	0	0	1	0	no	1
3838	DNM2	0	1	0	0	0	0	1	0	no	1
3839	CLEC12A	0	1	1	1	0	0	0	0	no	0
3840	RET	0	1	1	1	1	1	0	1	YES	0
3841	OR2T6	0	1	0	1	0	0	0	0	no	0
3842	FAS	0	1	1	1	0	1	0	1	YES	0
3843	OR11L1	0	1	0	1	0	0	0	0	no	0
3844	CLEC9A	0	1	0	0	0	0	0	0	no	0
3845	GPR160	0	1	0	0	0	0	0	1	YES	0
3846	PLS3	0	1	0	0	0	0	0	1	YES	0
3847	TRIM4	0	1	0	0	0	0	0	1	YES	0
3848	STK39	0	1	0	0	0	0	0	0	no	1
3849	ADD3	0	1	0	0	0	0	0	1	YES	0
3850	OR8B4	0	1	0	1	0	0	0	0	no	0
3851	RAC1	0	1	0	0	0	0	1	0	no	1
3852	SH3YL1	0	1	0	0	0	0	0	0	no	1
3853	PXK	0	1	0	0	0	0	1	1	YES	0
3854	FRMD6	0	1	0	0	0	0	0	0	no	1
3855	CDAN1	0	1	0	1	0	0	0	1	YES	0
3856	AKAP9	0	1	0	0	0	1	0	0	no	1
3857	G3BP1	0	1	0	0	1	0	1	0	no	1
3858	AMPH	0	1	0	0	0	0	0	1	YES	0
3859	JAML	0	1	1	0	0	0	1	0	no	0
3860	TMPRSS11F	0	1	0	0	0	1	0	0	no	0
3861	JPH4	0	1	0	0	0	0	1	0	no	1
3862	BTN3A2	0	1	0	1	0	0	0	0	no	0
3863	SPRED2	0	1	0	0	0	0	0	0	no	1
3864	PITPNM1	0	1	0	0	0	0	0	0	no	1
3865	RAB19	0	1	0	0	0	0	0	0	no	0
3866	RAP1A	0	1	0	0	0	0	0	0	no	0
3867	HYLS1	0	1	0	0	0	0	0	1	YES	0
3868	SEMA4D	0	1	1	0	0	1	0	0	no	1
3869	UBE2C	0	1	0	0	0	0	0	1	YES	0
3870	STOML2	0	1	0	0	0	1	1	1	YES	0
3871	ABCC11	0	1	0	0	0	1	0	0	no	0
3872	ARC	0	1	0	0	0	0	1	0	no	1
3873	BTN2A2	0	1	0	1	0	0	0	0	no	1
3874	MYO16	0	1	0	0	0	0	0	0	no	1
3875	CNNM1	0	1	0	0	0	0	0	1	YES	0
3876	SIAH1	0	1	0	0	0	0	0	0	no	1
3877	SLC39A8	0	1	1	1	0	1	0	0	no	0
3878	CRB3	0	1	0	1	0	0	1	0	no	1
3879	ARL4A	0	1	0	0	0	0	0	0	no	1
3880	SPTBN1	0	1	0	0	0	0	0	0	no	1
3881	NRG1	0	1	0	0	1	1	0	0	no	1
3882	MYLIP	0	1	0	0	0	0	0	0	no	0
3883	ATP10A	0	1	0	1	0	0	0	0	no	0
3884	BICD2	0	1	0	0	0	0	0	1	YES	0
3885	ABCD4	0	1	0	0	0	0	0	0	no	0
3886	RAB18	0	1	0	0	0	0	0	0	no	0
3887	ADAM15	0	1	1	1	0	0	1	0	no	1
3888	KLRG1	0	1	1	1	1	0	0	0	no	1
3889	SCRIB	0	1	0	0	0	1	0	1	YES	0
3890	CAVIN1	0	1	0	0	0	0	0	1	YES	0
3891	RAB4B	0	1	0	0	0	0	0	0	no	0
3892	ANK2	0	1	0	0	1	0	1	1	YES	0
3893	ADIPOR2	0	1	0	0	0	1	1	0	no	0
3894	LRBA	0	1	0	0	1	0	0	0	no	1
3895	GM2A	0	1	0	0	0	1	0	0	no	0
3896	RAET1E	0	1	0	1	0	0	0	0	no	1
3897	UBE2D3	0	1	0	0	0	0	0	1	YES	0
3898	DOK3	0	1	0	0	0	0	0	0	no	0
3899	DCHS2	0	1	0	1	0	0	0	1	YES	0
3900	RC3H2	0	1	0	0	1	0	0	0	no	1
3901	ATP13A1	0	1	0	1	0	1	0	0	no	1
3902	TCAF2	0	1	0	0	0	0	1	1	YES	0
3903	OR11G2	0	1	0	1	0	0	0	0	no	0
3904	OR5B17	0	1	0	1	0	0	0	0	no	0
3905	ACTB	0	1	1	0	1	0	0	0	no	0
3906	CEACAM3	0	1	0	0	0	0	0	0	no	0
3907	SH3BP1	0	1	0	0	0	0	0	0	no	1
3908	SLC29A2	0	1	1	1	0	1	1	0	no	1
3909	STRN3	0	1	0	0	0	0	0	0	no	1
3910	OR51D1	0	1	0	1	0	0	0	0	no	0
3911	OR14A16	0	1	0	1	0	0	0	0	no	0
3912	PIGN	0	1	1	1	0	0	0	1	YES	0
3913	ASAP1	0	1	0	0	0	0	0	1	YES	0
3914	NEGR1	0	1	1	1	0	0	0	0	no	1
3915	HYAL2	0	1	1	0	0	1	0	0	no	0
3916	GJA9	0	1	0	0	0	0	0	0	no	0
3917	OR8D1	0	1	0	0	0	0	0	0	no	0
3918	LVRN	0	1	0	1	0	0	0	0	no	0
3919	SYNE2	0	1	0	1	0	0	1	0	no	1
3920	DAPK1	0	1	0	0	1	0	0	0	no	1
3921	OR2L13	0	1	0	0	0	0	0	0	no	0
3922	S1PR3	0	1	1	1	1	1	0	0	no	0
3923	GAD1	0	1	0	0	0	0	0	0	no	1
3924	TES	0	1	0	0	1	0	0	1	YES	0
3925	SRC	0	1	0	0	0	1	0	1	YES	0
3926	RTP2	0	1	0	0	0	0	1	0	no	0
3927	NF1	0	1	0	0	0	1	0	0	no	1
3928	SUSD2	0	1	1	0	0	0	1	1	YES	0
3929	CDHR5	0	1	0	1	0	1	1	0	no	0
3930	RHOT1	0	1	0	1	0	0	0	0	no	0
3931	MIGA2	0	1	0	0	0	1	0	0	no	1
3932	EPHA2	0	1	1	0	0	1	1	1	YES	0
3933	OR6C6	0	1	0	1	0	0	0	0	no	0
3934	VN1R2	0	1	0	1	0	0	0	0	no	0
3935	CASP8	0	1	0	0	0	0	0	0	no	1
3936	ARHGAP19	0	1	0	0	0	0	0	1	YES	0
3937	PRKAR1A	0	1	0	0	0	0	0	0	no	1
3938	OR5AC2	0	1	0	1	0	0	0	0	no	0
3939	NAALADL1	0	1	0	0	0	0	1	0	no	1
3940	QSOX2	0	1	1	1	0	0	1	0	no	1
3941	NLGN3	0	1	0	1	1	1	0	0	no	1
3942	FUT4	0	1	0	1	0	0	0	0	no	1
3943	FZD6	0	1	0	0	0	1	1	1	YES	0
3944	PRRT2	0	1	0	0	0	0	0	1	YES	0
3945	ABCB8	0	1	0	1	0	0	0	0	no	1
3946	TMC2	0	1	0	1	0	0	0	0	no	0
3947	LPAR1	0	1	0	0	1	1	1	1	YES	0
3948	RAB3GAP2	0	1	0	0	0	0	0	1	YES	0
3949	TGFBR2	0	1	1	1	0	1	0	1	YES	0
3950	MAP3K5	0	1	0	0	0	0	0	0	no	1
3951	SGMS2	0	1	0	0	0	1	1	0	no	0
3952	CACNA1G	0	1	0	1	0	0	0	0	no	0
3953	PIK3CG	0	1	0	1	0	0	0	1	YES	0
3954	KIRREL1	0	1	1	1	0	0	0	0	no	0
3955	MAPK10	0	1	0	0	0	0	0	0	no	0
3956	LYPD2	0	1	0	0	0	0	0	0	no	0
3957	MYOF	0	1	1	1	1	0	1	1	YES	0
3958	SLC2A10	0	1	0	0	0	1	0	0	no	1
3959	CD2AP	0	1	0	0	0	0	0	1	YES	0
3960	PLXNB2	0	1	1	0	0	1	0	0	no	0
3961	OR51A7	0	1	0	1	0	0	0	0	no	0
3962	PLCG2	0	1	0	0	1	0	0	0	no	1
3963	C1orf116	0	1	0	0	0	0	0	1	YES	0
3964	SLC33A1	0	1	0	0	0	1	0	0	no	1
3965	ATP6V1H	0	1	0	0	0	0	0	0	no	1
3966	EMP2	0	1	1	1	0	0	1	0	no	1
3967	INPP5D	0	1	0	0	0	0	1	0	no	1
3968	OR2T3	0	1	0	1	0	0	0	0	no	0
3969	OR6K2	0	1	0	1	0	0	0	0	no	0
3970	SLC39A10	0	1	1	0	0	1	0	1	YES	0
3971	OSCAR	0	1	1	1	0	0	0	0	no	0
3972	SLC6A12	0	1	0	1	0	1	0	0	no	1
3973	OR2M2	0	1	0	1	0	0	0	0	no	0
3974	OR13G1	0	1	0	1	0	0	0	0	no	0
3975	DSG4	0	1	0	0	0	0	0	0	no	0
3976	PTPN22	0	1	0	0	0	0	0	1	YES	0
3977	MYO1C	0	1	0	0	0	0	1	1	YES	0
3978	NPSR1	0	1	0	0	0	1	0	0	no	0
3979	MTCL1	0	1	0	0	0	0	1	0	no	0
3980	PLPPR3	0	1	0	1	0	1	0	0	no	1
3981	ARHGEF18	0	1	0	0	0	0	1	0	no	1
3982	SULF2	0	1	1	0	0	0	1	0	no	0
3983	CLEC14A	0	1	1	0	0	0	0	0	no	1
3984	OR2L3	0	1	0	1	0	0	0	0	no	0
3985	CLN3	0	1	1	1	0	0	0	0	no	0
3986	SDF4	0	1	0	0	0	0	1	0	no	1
3987	MCMBP	0	1	0	0	0	0	0	0	no	1
3988	AHNAK2	0	1	0	0	0	0	0	1	YES	0
3989	KCTD8	0	1	0	0	0	0	1	0	no	1
3990	SEPT2	0	1	0	0	1	0	1	0	no	1
3991	LCE1B	0	1	0	0	0	0	0	0	no	0
3992	CD300A	0	1	0	1	0	0	0	0	no	0
3993	KIRREL2	0	1	0	1	0	0	0	0	no	1
3994	OR52M1	0	1	0	1	0	0	0	0	no	0
3995	ETS2	0	1	0	0	0	0	0	1	YES	0
3996	LHFPL5	0	1	0	0	0	0	1	0	no	0
3997	CACNA1A	0	1	0	1	0	0	0	0	no	1
3998	MAP4	0	1	0	0	0	0	0	1	YES	0
3999	F8	0	1	0	0	0	0	0	0	no	0
4000	PRKAR1B	0	1	0	0	0	0	0	0	no	0
4001	RAB5B	0	1	0	0	0	0	0	0	no	1
4002	MYLK	0	1	0	1	1	0	0	1	YES	0
4003	GSDMB	0	1	0	0	0	0	0	0	no	0
4004	HLA-G	0	1	0	1	0	0	0	0	no	0
4005	CLEC4C	0	1	0	1	0	0	0	0	no	0
4006	MAP2	0	1	0	0	0	0	0	0	no	1
4007	OR2W3	0	1	0	0	0	0	0	0	no	0
4008	OR5B21	0	1	0	1	0	0	0	0	no	0
4009	SPRR2D	0	1	0	0	0	0	0	0	no	0
4010	NRP2	0	1	1	1	1	0	0	1	YES	0
4011	MORF4L2	0	1	0	0	0	0	0	0	no	1
4012	DPP4	0	1	1	0	0	0	1	0	no	0
4013	CLIP3	0	1	0	0	0	0	0	0	no	0
4014	PAK3	0	1	0	0	0	0	0	0	no	1
4015	TLR9	0	1	1	0	0	0	0	0	no	0
4016	PAQR8	0	1	0	1	0	0	0	1	YES	0
4017	OR10A3	0	1	0	1	0	0	0	0	no	0
4018	TRPM6	0	1	0	1	1	0	0	0	no	0
4019	SIGLEC14	0	1	0	0	0	0	0	0	no	0
4020	RGS22	0	1	0	0	0	0	0	0	no	0
4021	DNAJC5	0	1	0	0	0	0	0	0	no	1
4022	ERC1	0	1	0	0	0	0	0	1	YES	0
4023	AOC1	0	1	0	0	0	0	0	0	no	0
4024	ENPP1	0	1	1	0	0	1	1	0	no	0
4025	NCKAP1	0	1	0	0	0	0	0	0	no	1
4026	RAB25	0	1	0	0	0	0	0	0	no	1
4027	CYTH1	0	1	1	0	0	1	0	0	no	1
4028	IQGAP3	0	1	0	0	0	0	0	0	no	1
4029	C8A	0	1	0	0	0	1	1	0	no	0
4030	COMT	0	1	0	1	0	0	0	0	no	1
4031	ASTN1	0	1	0	1	1	0	0	0	no	1
4032	KIFAP3	0	1	0	0	0	0	0	0	no	0
4033	MACF1	0	1	0	0	0	0	1	1	YES	0
4034	SLC9B2	0	1	0	0	0	0	1	0	no	1
4035	LSR	0	1	0	1	0	0	0	1	YES	0
4036	MFAP3L	0	1	1	0	0	0	0	0	no	0
4037	FZD5	0	1	0	0	1	1	1	0	no	0
4038	CNKSR1	0	1	0	0	0	0	0	0	no	1
4039	SMURF1	0	1	0	0	0	0	0	0	no	0
4040	DIO1	0	1	0	0	0	0	0	0	no	0
4041	MAGT1	0	1	0	1	0	1	0	0	no	0
4042	MAST2	0	1	0	0	1	0	0	0	no	1
4043	FCRL5	0	1	1	0	0	0	0	0	no	0
4044	OR10Z1	0	1	0	1	0	0	0	0	no	0
4045	SLC26A1	0	1	0	1	0	1	1	0	no	1
4046	MVB12B	0	1	0	0	0	0	0	0	no	1
4047	PJA2	0	1	0	0	0	0	1	0	no	1
4048	CNTNAP2	0	1	1	1	0	1	0	0	no	0
4049	CALD1	0	1	0	0	1	0	0	1	YES	0
4050	SGMS1	0	1	0	1	0	0	0	0	no	1
4051	ARHGEF2	0	1	0	0	0	0	0	0	no	0
4052	KIF21A	0	1	0	0	0	0	0	1	YES	0
4053	CXCL9	0	1	0	0	0	0	0	0	no	0
4054	NRG2	0	1	0	1	0	0	0	0	no	1
4055	MAGEE1	0	1	0	0	0	0	1	0	no	1
4056	VEPH1	0	1	0	0	0	0	0	0	no	1
4057	PCDH15	0	1	1	1	0	1	1	0	no	0
4058	GAB2	0	1	0	0	0	0	0	1	YES	0
4059	ABCG1	0	1	0	1	0	0	0	0	no	1
4060	PCDH18	0	1	1	1	0	1	0	0	no	1
4061	KRT19	0	1	0	0	0	0	0	0	no	1
4062	NOS1AP	0	1	0	0	0	1	0	0	no	1
4063	GRIN3A	0	1	0	1	0	1	1	0	no	0
4064	SUCNR1	0	1	1	0	0	0	0	0	no	0
4065	FCRL2	0	1	1	1	1	0	0	0	no	0
4066	COL6A1	0	1	1	0	0	0	0	0	no	1
4067	LRRTM3	0	1	0	0	0	0	1	0	no	0
4068	INO80	0	1	0	0	0	0	0	0	no	1
4069	TGM2	0	1	0	0	0	1	0	1	YES	0
4070	SLC34A3	0	1	0	0	0	0	0	0	no	0
4071	SLC26A11	0	1	0	0	0	1	0	0	no	1
4072	SCAMP5	0	1	0	1	0	0	1	0	no	0
4073	MPHOSPH8	0	1	0	0	0	0	0	1	YES	0
4074	LRIG2	0	1	0	1	1	0	0	0	no	1
4075	ISLR2	0	1	0	0	0	0	0	0	no	0
4076	PCDH11Y	0	1	0	1	0	0	0	0	no	0
4077	OR2T4	0	1	0	1	0	0	0	0	no	0
4078	OR2T1	0	1	0	1	0	0	0	0	no	0
4079	OR2M5	0	1	0	1	0	0	0	0	no	0
4080	OR2L2	0	1	0	0	0	0	0	0	no	0
4081	OR2AK2	0	1	0	1	0	0	0	0	no	0
4082	OR14A2	0	1	0	1	0	0	0	0	no	0
4083	OR2C3	0	1	0	0	0	0	0	1	YES	0
4084	CNST	0	1	0	1	0	0	1	0	no	1
4085	CATSPERE	0	1	0	1	0	0	0	0	no	0
4086	ADSS	0	1	0	0	0	0	0	1	YES	0
4087	CEP170	0	1	0	0	0	0	0	1	YES	0
4088	RGS7	0	1	0	0	0	1	1	0	no	1
4089	ZP4	0	1	1	1	0	0	0	0	no	0
4090	COA6	0	1	0	0	0	0	0	0	no	1
4091	DISC1	0	1	0	1	0	0	1	0	no	1
4092	RAB4A	0	1	0	0	1	0	0	0	no	0
4093	RHOU	0	1	0	0	0	0	0	0	no	0
4094	GJC2	0	1	0	0	0	0	0	0	no	0
4095	SNAP47	0	1	0	0	0	0	0	0	no	1
4096	TMEM63A	0	1	1	1	0	0	0	0	no	1
4097	ENAH	0	1	0	0	0	0	0	1	YES	0
4098	MARK1	0	1	0	1	0	0	0	0	no	0
4099	SLC30A10	0	1	0	1	0	0	1	0	no	0
4100	SLC22A1	0	1	0	1	0	1	1	0	no	0
4101	SLC30A1	0	1	0	0	0	0	0	1	YES	0
4102	PLXNA2	0	1	1	1	0	1	0	0	no	0
4103	C4BPA	0	1	1	0	0	0	0	0	no	0
4104	RHEX	0	1	0	1	0	0	0	0	no	0
4105	SLC41A1	0	1	0	1	0	0	0	0	no	1
4106	SLC45A3	0	1	0	0	0	0	0	0	no	1
4107	DSTYK	0	1	0	0	0	0	1	0	no	1
4108	CLDN20	0	1	0	0	0	0	0	0	no	0
4109	KISS1	0	1	0	0	0	0	0	0	no	1
4110	IPCEF1	0	1	0	0	0	0	1	1	YES	0
4111	CYB5R1	0	1	0	0	0	0	0	0	no	1
4112	SYNE1	0	1	0	1	0	0	0	0	no	1
4113	SYT2	0	1	0	1	0	0	0	0	no	1
4114	LGR6	0	1	0	1	1	1	0	1	YES	0
4115	GPR37L1	0	1	0	0	0	0	0	0	no	0
4116	PHLDA3	0	1	0	0	0	0	0	0	no	0
4117	ULBP3	0	1	1	1	0	1	0	0	no	1
4118	ULBP2	0	1	1	0	0	1	0	1	YES	0
4119	RAET1G	0	1	1	0	0	0	0	0	no	1
4120	CRB1	0	1	0	1	0	0	1	0	no	1
4121	ASPM	0	1	0	0	0	0	0	1	YES	0
4122	RGS18	0	1	0	0	0	0	0	0	no	1
4123	PTGS2	0	1	1	0	0	0	0	0	no	1
4124	FAM129A	0	1	0	0	0	0	0	1	YES	0
4125	EPM2A	0	1	0	0	0	0	1	0	no	1
4126	NCF2	0	1	0	0	0	1	0	0	no	1
4127	RGS16	0	1	0	0	1	0	0	0	no	1
4128	STX11	0	1	0	0	0	0	0	0	no	1
4129	MR1	0	1	1	1	0	0	1	1	YES	0
4130	ADGRG6	0	1	1	1	0	0	1	0	no	0
4131	RALGPS2	0	1	0	0	0	0	0	0	no	1
4132	RASAL2	0	1	0	0	0	1	0	1	YES	0
4133	PAPPA2	0	1	0	0	0	0	0	0	no	1
4134	GPR52	0	1	0	0	1	1	0	0	no	0
4135	SERPINC1	0	1	0	0	0	0	0	0	no	0
4136	SLC9C2	0	1	0	1	0	0	0	0	no	0
4137	F5	0	1	1	0	0	0	0	0	no	1
4138	ADCY10	0	1	0	0	0	0	1	0	no	0
4139	SGK1	0	1	0	0	0	0	1	0	no	1
4140	UAP1	0	1	0	0	0	0	0	1	YES	0
4141	VNN1	0	1	1	0	1	0	0	0	no	0
4142	TAAR2	0	1	0	0	0	0	0	0	no	0
4143	CFAP126	0	1	0	0	0	0	1	0	no	0
4144	CTGF	0	1	0	0	0	0	0	0	no	0
4145	NECTIN4	0	1	0	1	0	1	0	1	YES	0
4146	CD244	0	1	1	1	1	0	0	0	no	0
4147	SLAMF7	0	1	1	1	0	0	0	0	no	1
4148	SLAMF6	0	1	1	1	0	0	0	0	no	0
4149	VANGL2	0	1	0	1	0	0	0	0	no	0
4150	PEX19	0	1	0	0	0	0	0	0	no	1
4151	CASQ1	0	1	0	0	0	0	0	0	no	1
4152	KCNJ9	0	1	0	1	0	1	0	0	no	0
4153	IGSF9	0	1	0	0	0	0	0	0	no	0
4154	FCRL6	0	1	1	1	0	0	0	0	no	0
4155	ACKR1	0	1	0	0	0	0	1	0	no	0
4156	CADM3	0	1	1	1	0	1	0	0	no	0
4157	OR6K6	0	1	0	1	0	0	0	0	no	0
4158	OR6K3	0	1	0	1	0	0	0	0	no	0
4159	OR10R2	0	1	0	1	0	0	0	0	no	0
4160	CD1B	0	1	1	1	0	0	1	0	no	0
4161	CD1C	0	1	1	1	1	1	1	0	no	0
4162	FCRL1	0	1	0	0	0	0	0	0	no	0
4163	FCRL3	0	1	1	0	1	0	0	0	no	0
4164	LAMTOR2	0	1	0	0	0	0	0	0	no	1
4165	RNF146	0	1	0	0	0	0	0	1	YES	0
4166	RXFP4	0	1	0	1	0	1	0	0	no	0
4167	SYT11	0	1	0	1	0	1	0	0	no	0
4168	RUSC1	0	1	0	0	1	0	1	0	no	1
4169	HCN3	0	1	0	1	0	1	0	0	no	0
4170	SLC50A1	0	1	0	0	0	0	0	0	no	0
4171	NKAIN2	0	1	0	1	0	0	0	0	no	1
4172	ATP8B2	0	1	0	1	0	0	1	0	no	0
4173	INPP5A	0	1	0	0	0	0	0	0	no	1
4174	CALHM4	0	1	0	1	0	1	0	0	no	0
4175	CALHM5	0	1	0	1	0	1	0	0	no	1
4176	CALHM6	0	1	0	1	0	1	0	0	no	0
4177	LRRC27	0	1	0	0	0	0	0	0	no	1
4178	S100A16	0	1	0	0	0	0	0	1	YES	0
4179	S100A6	0	1	0	0	0	1	0	1	YES	0
4180	S100A8	0	1	0	0	0	0	1	0	no	1
4181	S100A12	0	1	0	0	0	0	1	0	no	0
4182	S100A9	0	1	0	0	0	0	1	0	no	1
4183	LOR	0	1	0	0	0	0	0	0	no	0
4184	PRR9	0	1	0	0	0	0	0	0	no	0
4185	LELP1	0	1	0	0	0	0	0	0	no	0
4186	SPRR2G	0	1	0	0	0	0	0	0	no	0
4187	SPRR2E	0	1	0	0	0	0	0	0	no	0
4188	IVL	0	1	0	0	0	0	0	0	no	1
4189	LCE1E	0	1	0	0	0	0	0	0	no	0
4190	LCE2A	0	1	0	0	0	0	0	0	no	0
4191	LCE2B	0	1	0	0	0	0	0	0	no	0
4192	LCE2C	0	1	0	0	0	0	0	0	no	0
4193	LCE2D	0	1	0	0	0	0	0	0	no	0
4194	LCE3D	0	1	0	0	0	0	0	0	no	0
4195	LCE3E	0	1	0	0	0	0	0	0	no	0
4196	FLG	0	1	0	0	0	0	0	0	no	1
4197	HRNR	0	1	0	0	0	0	0	0	no	1
4198	TCHH	0	1	0	0	0	0	0	0	no	0
4199	S100A10	0	1	0	1	0	1	0	0	no	1
4200	THEM4	0	1	0	0	0	0	0	0	no	0
4201	SNX27	0	1	0	0	0	0	0	0	no	1
4202	MFSD4B	0	1	1	1	0	0	1	0	no	1
4203	SLC16A10	0	1	0	1	0	1	1	0	no	1
4204	PIP5K1A	0	1	0	0	0	0	0	1	YES	0
4205	SEMA6C	0	1	0	1	0	1	0	1	YES	0
4206	SLC22A16	0	1	1	1	0	1	1	0	no	0
4207	HTRA1	0	1	0	0	0	0	1	1	YES	0
4208	PLEKHA1	0	1	0	0	0	0	1	0	no	1
4209	BAG3	0	1	0	0	0	0	0	1	YES	0
4210	RGS10	0	1	0	0	1	0	0	1	YES	0
4211	APH1A	0	1	0	1	0	1	0	0	no	0
4212	CA14	0	1	0	1	0	0	0	1	YES	0
4213	PLEKHO1	0	1	0	0	0	0	1	0	no	1
4214	SV2A	0	1	1	1	0	0	0	0	no	1
4215	CHD1L	0	1	0	0	0	0	0	0	no	1
4216	EPHA7	0	1	0	1	1	1	0	0	no	0
4217	ITGA10	0	1	1	1	0	1	0	0	no	0
4218	MAP3K7	0	1	0	0	0	0	1	0	no	1
4219	GJA10	0	1	0	1	0	0	0	0	no	0
4220	FCGR1B	0	1	0	1	0	0	0	0	no	0
4221	ADAM30	0	1	0	0	0	0	0	0	no	0
4222	TECTB	0	1	0	0	0	0	0	0	no	0
4223	RAB39B	0	1	0	0	0	0	1	0	no	0
4224	VTCN1	0	1	0	1	1	0	1	1	YES	0
4225	TSPAN2	0	1	1	1	0	1	0	0	no	1
4226	SMIM9	0	1	0	1	0	0	0	0	no	0
4227	MPP1	0	1	0	0	0	1	0	0	no	1
4228	NRAS	0	1	0	0	0	0	1	0	no	0
4229	SLC16A1	0	1	0	1	0	1	0	1	YES	0
4230	PLXNA3	0	1	1	1	0	1	0	1	YES	0
4231	SNAP91	0	1	0	0	0	0	1	0	no	1
4232	TMIGD3	0	1	0	1	0	1	0	0	no	0
4233	NPBWR2	0	1	0	1	0	1	0	0	no	0
